Event ID,Event Name,Year,Country,Region,Status,Submitter,Created At,Updated At,Event Date,Start Date,End Date,Date Comments,Quarantine Start,Quarantine End,Additional Date Info,Latitude,Longitude,Location Description,Original Grid Code,Monitoring Grids,Additional Location Info,Monitoring Programme?,Programme Name,Occurred Before?,Occurred Before Details,Water Discoloration,High Phytoplankton,Seafood Toxin,Mass Mortality,Foam/Mucilage,Freshwater,Other Effect,Other Effect Details,Humans Affected,Natural Fish Affected,Aquaculture Fish Affected,Shellfish Affected,Birds Affected,Marine Mammals Affected,Plankton Affected,Benthic Life Affected,Seaweed Affected,Other Terrestrial Affected,Impact Comments,Terrestrial Comments,Toxin Detected?,Toxicity Range,Unexplained Toxicity,Toxicity Comments,Transvectors,Causative Species,Causative Species Details,Associated Species,Associated Species Details,Syndromes,Toxins Found,Assay Species Tested,Assay Toxins,Assay Concentrations,Assay Methods,Chlorophyll Analysis,Additional Algae Info,Weather Conditions,Wind Direction,Wind Velocity,Water Temp,Salinity,Oxygen Content,Oxygen Saturation,Turbidity,Secchi Disc,Current Velocity,Advected?,In Situ?,Advected Info,Stratification Info,Nutrients,Additional Env Info,Additional Harmful Effect Info,Additional Bloom Info,Management Decision,Economic Losses,References,Contacts
6853,CA-93-002,1993,CANADA,,Approved,,2018-09-26,,,,,,,,,45.19,-65.91,,,CA-21,,Yes,CFIA and DFO Phyto,No,,No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,,NULL,,,Alexandrium fundyense,Alexandrium fundyense,,,PSP,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,closure due to toxins,,,"MARTIN, Jennifer"
5957,CL-93-001,1993,CHILE,,Approved,,2017-11-14,,,1993-10-07,1993-10-18,,,,,-42.475,-73.604722,"Castro, Lemuy and Caicaén Channel in Chiloé island.",,CL-02,Inner coast of Chiloéisland,Yes,INTESAL,No,First report of salmon mortality associated with L. minimus in 1989,No,No,No,Yes,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,,,No,,NULL,,,Leptocylindrus minimus,Leptocylindrus minimus [17500000 cells/L],,,,,,,,,,,,   ,,,,,,,2.5,,No,Yes,,NULL,,,,Second large salmon mortality event that was asociated with L. minimus in Chiloé island.,,,"Clément, 1994. Harmful blooms of Leptocylindrus minimus in Southern Chile. HAN 8:1",Jorge I. Mardones
1091,DK-93-001,1993,DENMARK,Region 12 (EUR),Approved,,,,,,,,,,,,,,,,,Yes,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Chrysochromulina sp.,Chrysochromulina sp. (small non-toxic bloom),,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,
7513,DK-93-002,1993,DENMARK,Region 12 (EUR),Approved,,2019-02-06,,,,,,,,,56.0,10.0,Danish,,,,No,,No,,No,Yes,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,microcystins,NULL,,,Microcystis spp.,Microcystis spp.,,,Cyanobacterial toxins effects,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,"P. Henriksen, Ø. Moestrup, Seasonal variations in microcystin contents of Danish cyanobacteria. Natural Toxins 5, 99–106 (1997).","Xiao, Man"
114,FI-93-001,1993,FINLAND,Region 12 (EUR),Approved,,,2019-12-15,,,,July-September.,,,July-September.,,,Gulf of Finland and Bothnian Sea.,,,Large areas in the open western Gulf of Finland and the Bothnian Sea. Some minor areas in the northern parts of the eastern Gulf of Finland.,Yes,,No,Extensive cyanobacterial blooms were previously observed in the area in 1992.,Yes,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,Intensive cyanobacterial bloom forming flocks in the open sea. In some areas the flocks were also drifted to the shore. In northern parts of eastern Gulf of Finland an intoxication of a dog was suspected to have been caused by a cyanobacterial bloom at th,,No,,0,,,Nodularia spumigena; Aphanizomenon flos-aquae,Nodularia spumigena; Aphanizomenon flos-aquae,,,Cyanobacterial toxins effects,,,,,,,,,   ,,,,,,,,0,No,Yes,In situ population in the sea area.,0,,,,,Media informed,,,"RANTAJÄRVI, Eija"
305,FR-93-025,1993,FRANCE,,Approved,,,2019-12-03,,,,March to May then again in November and December.,,,March to May then again in November and December.,42.71,5.91,Toulon Roads (site 100).,,FR-14,Area 8.,Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,1,,,,,,,,,Mussel (digestive gland); Mussel,OA eq,small quantities,Bioassay-Mouse; LC,,,,   ,,,,,,,,0,No,No,,0,,,,,"Ban of shellfish marketing, from March 30 to June 4 and from November 25 to ?? (the toxicity is still present in April 94).",,,"CARRERAS, Antoni"
288,FR-93-008,1993,FRANCE,,Approved,,,,,,,May to August.,,,May to August.,48.24,-5.05,"Iroise Sea, Elorn River, Aulne River and Doua",,FR-06,"Iroise Sea (site 036), Elorn River (site 037), Aulne River (site 038) and Douarnenez bay (site 039).
Area 3.",Yes,,No,"Iroise sea: 1986, 1989, 1990, 1992.
Elorn and Aulne River: No
Douranenez Bay: every year since 1983.",No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sacculus,Dinophysis spp.; Dinophysis sacculus (Dominant.),,,DSP,,,,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,DSP toxicity above safety level.,,"Ban of shellfish marketing, from:  May 10 to September 2 (Iroise Sea); May 27 to July 23 (Elorn and Aulne Rivers) &  May 5 to September 2 (Douarnenez Bay).",,,
284,FR-93-004,1993,FRANCE,,Approved,,,,,1993-07-12,1993-07-15,,,,,49.06,-3.7,Morlaix river (site 033).,,FR-05,Area 3.,Yes,,No,"1989, 1990, 1992 in Morlaix Bay.",Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Alexandrium minutum,"Alexandrium minutum [2,912,000 cells/L]",,,PSP,,,,,,,,,   ,,,,,,,2.5 - 7,0,No,Yes,In situ growth (presence of cysts in the sediment).,0,,,"Reddish water.
No PSP toxicity.",,"Ban of shellfish marketing (preventive, because of the presence of PSP toxicity in Penzé River, nearby) from July 7 to 28.",,,
281,FR-93-001,1993,FRANCE,,Approved,,,,,,,"August - early September.
Ban of shellfish marketing, from August 19 to September 3.",,,"August - early September.
Ban of shellfish marketing, from August 19 to September 3.",50.14,0.6,North of Seine estuary.,,FR-02,"Sites of Fécamp (009) and Antifer (010).
Area 2.",Yes,,No,"Fécamp: 1989, 1992
Antifer: 1983, 1984, 1986, 1988, 1989, 1990, 1992.",No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sp.,Dinophysis spp.; Dinophysis sp. (Dinophysis cf. Acuminata.Dominant species),,,DSP,,,,,,,,,   ,,,,,,,,0,Yes,No,Advected population from Seine plume.,0,,,,,"Ban of shellfish marketing, from August 19 to September 3.",,,"LEGRAND, Jacqueline"
286,FR-93-006,1993,FRANCE,,Approved,,,,,1993-06-21,1993-07-12,,,,,49.06,-3.7,Penzé River (site 033).,,FR-05,Area 3.,Yes,,No,"1989, 1990, 1992 in Morlaix Bay.",Yes,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,474 µg STXeq / 100 g,0,,,Alexandrium minutum,"Alexandrium minutum [5,012,000 cells/L]",,,PSP,,Oysters flesh; Mussels flesh,Saxitoxin,up to 474; up to 112,Bioassay-Mouse,,,,   ,,,,,,,1.25 - 60,0,No,Yes,In situ growth (presence of cysts in the sediment).,0,,,"Pink to reddish colored water.
PSP toxicity level above safety level.",,Ban of shellfish marketing from June 24 to July 28,,,
300,FR-93-020,1993,FRANCE,,Approved,,,2019-12-03,,,,May to July.,,,May to July.,42.91,3.47,Salses-Leucate Lake (site 083).,,FR-12,Area 7.,Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,1,,,Prorocentrum minimum; Alexandrium minutum; Dinophysis spp.,Prorocentrum minimum (small concentrations.); Alexandrium minutum (small concentrations); Dinophysis spp. (small concentrations),,,,,Mussel (digestive gland); Mussel,OA eq,Small quantities,Bioassay-Mouse; LC,,,,   ,,,,,,,,0,No,No,,0,,,,,"Ban of shellfish marketing, from",,,"GUILLOU, Jean-Louis"
283,FR-93-003,1993,FRANCE,,Approved,,,,,,,July.,,,July.,49.06,-3.7,Perros-Guirrec and Lannion-Locquirec.,,FR-05,"Perros-Guirrec (site 031) and Lannion-Locquirec (site 032).
Area 3.",Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sacculus,Dinophysis spp.; Dinophysis sacculus (Dominant),,,DSP,,,,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,DSP toxicity above safety level,,"Ban of shellfish marketing, from July 2 to July 15.",,,"CONVENANT, Aliette"
306,FR-93-026,1993,FRANCE,,Approved,,,,,,,March to May.,,,March to May.,42.28,9.76,Urbino pond (site 114) in Corsica.,,FR-16,Area 8.,Yes,,No,"1988, 1992.",No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sacculus,Dinophysis spp.; Dinophysis sacculus (Dominant.),,,DSP,,,,,,,,,   ,,,,,,,,0,No,Yes,,0,,,DSP toxicity above safety level.,,"Ban of shellfish marketing, from March 2 to May 18.",,,
296,FR-93-016,1993,FRANCE,,Approved,,,2019-12-03,1993-06-07,1993-06-07,,,,,,47.12,-3.07,Vilaine Bay (site 057).,,FR-08,Area 4.,Yes,,No,1988.,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Chaetoceros sp.,"Chaetoceros sp. [2,500,000 cells/L]",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,Discolored water.,,Continued surveillance.,,,
295,FR-93-015,1993,FRANCE,,Approved,,,2019-12-03,,1993-05-02,1993-05-10,,,,,47.12,-3.07,Vilaine Bay and Loire Estuary.,,FR-08; FR-09,"Vilaine Bay (site 057) and Loire Estuary (site 060).
Area 4-5.",Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Rhizosolenia setigera; Rhizosolenia delicatula,"Rhizosolenia setigera [280,000 cells/L] (In Vilaine.); Rhizosolenia delicatula [1,564,000 cells/L] (In Loire.)",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,Green to brown water.,,Continued surveillance.,,,SCHWEIBOLD Laura
302,FR-93-022,1993,FRANCE,,Approved,,,2019-12-03,,1993-02-15,1993-02-16,,,,,42.91,3.47,Thau Lake (site 087).,,FR-12,Area 7.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Heterocapsa triquetra,"Heterocapsa triquetra [10,000,000 cells/L]",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,Yes,,0,,,Brown water.,,Continued surveillance.,,,
294,FR-93-014,1993,FRANCE,,Approved,,,2019-12-03,,1993-04-09,1993-04-13,,,,,47.12,-3.07,Vilaine Bay (site 057).,,FR-08,Area 4.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Mesodinium rubrum,"Mesodinium rubrum [680,000 cells/L] (Ciliate.)",,,,,,OA eq,,,,,,   ,,12.2,,,,,,0,No,No,No data available.,0,,,Red water.,,Continued surveillance.,,,SCHWEIBOLD Laura
293,FR-93-013,1993,FRANCE,,Approved,,,2019-12-03,1993-04-20,1993-04-20,,,,,,47.53,-4.17,Groix Island (site 045).,,FR-07,Area 4.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,,,,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,,0,,,Red water.,,continued surveillance.,,,
292,FR-93-012,1993,FRANCE,,Approved,,,,,,,July to September.,,,July to September.,47.53,-4.17,Concarneau Bay (site 043).,,FR-07,Area 4.,Yes,,No,"1985, 1986, 1987, 1988, 1990, 1992.",No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sacculus,Dinophysis spp.; Dinophysis sacculus (Dominant.),,,DSP,,,,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,DSP toxicity above safety level.,,"Ban of shellfish marketing, from July 6 to July 30, then from August 11 to October 8.",,,
299,FR-93-019,1993,FRANCE,,Approved,,,2019-12-03,,,,April.,,,April.,42.91,3.47,Roussillon Coast and Languedoc Coast.,,FR-12,"Roussillon Coast (site 080 and 081) and Languedoc Coast (site 088).
Area 7.",Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,1,,,Prorocentrum minimum; Alexandrium minutum; Dinophysis spp.,Prorocentrum minimum (small concentrations.); Alexandrium minutum (small concentrations); Dinophysis spp. (small concentrations),,,,,Mussel (digestive gland); Mussel,OA eq,Small quantities,Bioassay-Mouse; LC,,,,   ,,,,,,,,0,No,No,,0,,,,,"Ban of shellfish marketing, from April 8 to April 22.",,,"GUILLOU, Jean-Louis"
291,FR-93-011,1993,FRANCE,,Approved,,,2019-12-03,,1993-01-04,1993-02-01,,,,,47.53,-4.17,Audience Bay (site 040).,,FR-07,Area 4.,Yes,,No,"1989, 1990, 1991, 1992.",Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Chaetoceros armatum,"Chaetoceros armatum [29,400,000 cells/L]",,,,,,OA eq,,,,,,   ,,,,,,,4.5 - 20,0,No,Yes,Probably in situ growth.,0,,,Brown-greenish water.,,Continued surveillance.,,,
282,FR-93-002,1993,FRANCE,,Approved,,,2019-12-03,1993-03-22,1993-03-22,,,,,,49.08,-2.05,Mont St. Michel Bay (site 023).,,FR-04,Area 3.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Thalassiosira gravida; Skeletonema costatum,"Thalassiosira gravida [98,100 cells/L] (Thalassiosira rotula/gravida); Skeletonema costatum [72,000 cells/L]",,,,,,,,,,,,   ,,9.1,34.8,,,,4,0,No,No,No data available.,0,,,Discolored water.,,Continued surveillance.,,,SCHWEIBOLD Laura
303,FR-93-023,1993,FRANCE,,Approved,,,2019-12-03,1993-06-16,1993-06-16,,,,,,42.91,3.47,Languedoc Coast (site 088).,,FR-12,Area 7.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Mesodinium rubrum,"Mesodinium rubrum [2,500,000 cells/L] (Ciliate.)",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,Red brown water.,,Continued surveillance.,,,
301,FR-93-021,1993,FRANCE,,Approved,,,2019-12-03,1993-01-12,1993-01-12,,,,,,42.91,3.47,Bages Pond (site 085).,,FR-12,Area 7.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Prorocentrum micans,"Prorocentrum micans [230,000 cells/L]",,,,,,OA eq,,,,,,   ,,,18.5,,,,1.7,0,No,Yes,,0,,,Red water.,,Continued surveillance.,,,SCHWEIBOLD Laura
307,FR-93-027,1993,FRANCE,,Approved,,,2019-12-03,,,,September and October.,,,September and October.,42.28,9.76,Diana Pond (site 114) in Corsica.,,FR-16,Area 8.,Yes,,No,,No,No,No,Yes,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,Fish mortalities (about 3 tons of sea perchs and gilthead breams).,,No,,0,,,Gymnodinium sp.,"Gymnodinium sp. [2,720,000 cells/L] (very close to Gymnodinium cf. nagasakiense.)",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,Yes,,0,,,,,Reinforced surveillance.,,,SCHWEIBOLD Laura
298,FR-93-018,1993,FRANCE,,Approved,,,2019-12-03,,1993-08-19,1993-08-21,,,,,42.91,3.47,"Argelés, Catalan coast (site 080).",,FR-12,Area 7.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Gymnodinium sp.,"Gymnodinium sp. [1,200,000 cells/L]",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,Red brown water.,,Continued surveillance.,,,
297,FR-93-017,1993,FRANCE,,Approved,,,2019-12-03,,,,February.,,,February.,46.32,-2.02,,,FR-09,"All sites from Pertuis Breton (065) to Arcachon Basin (077).
Area 5-6.",Yes,,No,"Such a toxicity episode was recorded in November and December 1992, in Pertuis Breton (site 065).",No,No,Yes,No,No,No,No,,No,No,No,Yes,No,No,No,No,No,No,,,Yes,,1,,,,,,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,,0,,,,,"Ban of shellfish marketing, form February 2 to February 17.",,,SCHWEIBOLD Laura
290,FR-93-010,1993,FRANCE,,Approved,,,2019-12-03,,1993-03-24,1993-03-25,,,,,48.24,-5.05,Douarnenez Harbour (site 039).,,FR-06,Area 3.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Mesodinium rubrum,"Mesodinium rubrum [2,500,000 cells/L] (Ciliate.)",,,,,,OA eq,,,,,,   ,,11,35,,,,6.5,0,No,No,No data available.,0,,,Very red water.,,Continued surveillance.,,,
285,FR-93-005,1993,FRANCE,,Approved,,,2019-12-03,1993-07-05,1993-07-05,,,,,,49.06,-3.7,Morlaix river (site 033).,,FR-05,Area 3.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Kryptoperidinium foliaceum,"Kryptoperidinium foliaceum [4,136,000 cells/L]",,,,,,,,,,,,   ,,16.8,16,,,,7,0,No,Yes,Probably in situ growth.,0,,,Reddish to brown water.,,Continued surveillance.,,,SCHWEIBOLD Laura
289,FR-93-009,1993,FRANCE,,Approved,,,2019-12-03,,1993-07-26,1993-08-30,,,,,48.24,-5.05,Elorn River (site 037).,,FR-06,Area 3.,Yes,,No,"1987, 1988, 1990.",Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Prorocentrum micans,"Prorocentrum micans [70,000,000 cells/L]",,,,,,,,,,,,   ,,,,,,,1.4 - 42,0,No,No,No data available.,0,,,Red water.,,Continued surveillance.,,,
287,FR-93-007,1993,FRANCE,,Approved,,,,,,,June to July.,,,June to July.,48.24,-5.05,Ouessant Island (site 035).,,FR-06,Area 3.,Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,0,,,Dinophysis spp.; Dinophysis sacculus,Dinophysis spp.; Dinophysis sacculus (Dominant.),,,DSP,,,,,,,,,   ,,,,,,,,0,No,No,No data available.,0,,,DSP toxicity above safety level.,,"Ban of shellfish marketing, from June 10 to July 23.",,,
304,FR-93-024,1993,FRANCE,,Approved,,,2019-12-03,1993-09-20,1993-09-20,,,,,,43.02,4.6,Berre - Vaine Lake (site 095).,,FR-13,Area 7.,Yes,,No,,Yes,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Prorocentrum minimum; Thalassionema nitzschioïdes,"Prorocentrum minimum [17,800 cells/L]; Thalassionema nitzschioïdes [267,200 cells/L]",,,,,,OA eq,,,,,,   ,,,,,,,,0,No,No,,0,,,Red water.,,Continued surveillance.,,,SCHWEIBOLD Laura
331,DE-93-002,1993,GERMANY,,Approved,,,,,,,late July.,,,late July.,53.92,7.75,Helgoland.,DE-04,DE-04,,Yes,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Ceratium furca,"Ceratium furca [200,000 cells/L]",,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,
332,DE-93-003,1993,GERMANY,,Approved,,,,,,,June - August.,,,June - August.,54.38,8.41,,"DE-03, DE-04",DE-03; DE-04,,Yes,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Gyrodinium aureolum,Gyrodinium aureolum (abundant),,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,No fish kill has been reported.,,,,,
333,DE-93-004,1993,GERMANY,,Approved,,,,,,,,,,,54.38,8.41,German Bight.,DE-03,DE-03,,Yes,,No,,No,No,No,No,No,No,Yes,This file summarized the events occurred in 1993.,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Gymnodinium catenatum,Gymnodinium catenatum,,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,
334,DE-93-005,1993,GERMANY,,Approved,,,,,,,,,,,54.49,10.48,Kiel Bight.,DE-02,DE-02,,Yes,,No,,Yes,Yes,No,No,No,No,No,This file summarized the events occurred in 1993.,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Chrysochromulina spp.,"Chrysochromulina spp. [x 1,000,00 cells/L]",,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,Toxic events were no reported.,,,,,
336,DE-93-007,1993,GERMANY,,Approved,,,,,,,April.,,,April.,54.62,13.0,"""Boden"" of Rügen.",DE-01,DE-01,,Yes,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Nodularia sp.; Aphanizomenon sp.; Anabaena sp.,Nodularia sp.; Aphanizomenon sp.; Anabaena sp.,,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,No toxic effect has been reported. In addition there was no bad smell and no negative influence on the taste of fish as in earlier years.,,,,,
335,DE-93-006,1993,GERMANY,,Approved,,,,,,,June - July.,,,June - July.,54.62,13.0,Arkona Basin.,DE-01,DE-01,,Yes,,No,,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Nodularia spumigena; Aphanizomenon sp.; Anabaena sp.,Nodularia spumigena; Aphanizomenon sp.; Anabaena sp.,,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,
330,DE-93-001,1993,GERMANY,,Approved,,,,,,,,,,,54.38,8.41,East Frisian Waddensee.,DE-03,DE-03,,Yes,,No,Annual recurrent bloom.,No,Yes,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,Phaeocystis globosa,"Phaeocystis globosa [100,000 cells/L]",,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,
8422,GR-93-001,1993,GREECE,,Approved,,2019-12-04,2019-12-05,1993-05-01,,,,,,,40.85,24.483056,Kavalas,,GR-02,,No,,No,,Yes,Yes,No,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,"visual nuisance for locals, maybe local anoxia",,No,,NULL,,,Prorocentrum micans,Prorocentrum micans [1.1x10^6 cells/L],,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,"visual nuisance for locals, maybe local anoxia events",,,,"Moncheva, S.; Gotsis-Skretas, O.; Pagou, K.; Krastev, A. Phytoplankton blooms in Black Sea and Mediterranean coastal ecosystems subjected to anthropogenic eutrophication: Similarities and differences. Est. Coast. Shelf Sci. 2001, 53, 281–295.",SCHWEIBOLD Laura
8432,GR-93-002,1993,GREECE,,Approved,,2019-12-04,2019-12-05,1993-08-01,,,,,,,37.799722,23.6,Saronikos and Evoikos,,GR-06,,No,,No,,Yes,Yes,No,No,No,No,Yes,mucilage,Yes,No,No,No,No,No,No,No,No,No,degradation of coastal areas,,No,,NULL,,,Phaeocystis pouchetii,Phaeocystis pouchetii [3.5x10^7 cells/L],,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,degradation of coastal areas,,,,"Metaxatos, A.; Panagiotopoulos, C.; Ignatiades, L. Monosaccharide and aminoacid composition of mucilage material produced from a mixture of four phytoplanktonic taxa. J. Exp. Mar. Biol. Ecol. 2003, 294, 203–217.",SCHWEIBOLD Laura
359,IS-93-001,1993,ICELAND,,Approved,,,2019-04-03,,,,,,,,64.45,-22.72,,,IS-01,,No,,No,,No,No,No,No,No,No,Yes,This file summarized the events occurred in 1993. There were no harmful algal blooms in Iceland waters during 1993. See Complementary information.,No,No,No,No,No,No,No,No,No,No,,,No,,0,,,,,,,,,,,,,,,,   ,,,,,,,,0,No,No,,0,,,,,,,,"Gudfinnsson, Hafsteinn"
7552,IND-93-001,1993,INDIA,Region 6 (SEA),Approved,,2019-02-09,,,,,,,,,11.566667,78.55,Tamil Nadu,,,,No,,No,,No,Yes,No,No,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,,,No,,NULL,,,Microcystis spp.,Microcystis spp.,,,Cyanobacterial toxins effects,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,"R. Palaniswami, S. Manoharan, A. Mohan, Characterisation of tropical reservoirs in Tamil Nadu, India in terms of plankton assemblage using multivariate analysis. Indian Journal of Fisheries 62, 1–13 (2015).","Xiao, Man"
14303,ID-93-001,1993,INDONESIA,,Approved,,2025-01-14,,1993-12-08,,,,,,,-6.013889,106.831389,Jakarta Bay,,IND-05,,No,,No,Similar event has been observed since 1976,Yes,Yes,No,Yes,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,,,No,,NULL,,,Noctiluca scintillans (Macartney) Kofoid et Swezy 1921,Noctiluca scintillans (Macartney) Kofoid et Swezy 1921,,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,"Praseno, D-P, and N-N Wiadnyana. “HAB Organisms in Indonesia Waters.” In Proceedings of the Fifth Canadian Workshop on Harmful Marine Algae, 69–75, 1996.; Praseno, Djoko P., and Quraisyin Adnan. “Phytoplankton Community and Abundance In Some Estuaries of The Northern Coast of Java.” Proceeding of Making Efficient Use of Technology Application on Marine Environmental Monitoring for Supporting Sustainable Development. Directorate for Human Settlement and Environmental Technology. Agency, 1996.","Intan, Mariana DB"
14304,ID-93-002,1993,INDONESIA,,Approved,,2025-01-14,2025-01-14,,1993-01-05,1993-01-06,,,,,-6.013889,106.831389,Naga Bay,,IND-05,,No,,No,similar event observed in 1992,Yes,Yes,No,Yes,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,This event caused mass mortality of shrimps,,No,,NULL,,,Noctiluca scintillans (Macartney) Kofoid et Swezy 1921,Noctiluca scintillans (Macartney) Kofoid et Swezy 1921 [256000 cells/L],,,,,,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,,,"Sutomo, AB. “Kejadian ‘Red Tide’ Dan Kematian Massal Udang Jerbung (Penaeus Merguiensis) Dan Udang Windu (Penaeus Monodon) Dalam Budidaya Jaring Apung Di Muara Sungai Kramat Kebo.” Teluk Naga, Tangerang Simposium Perikanan Indonesia Satu, Bidang Sumber Daya Perikanan Dan Penangkapan, Jakarta, 1993, 406–12.","Intan, Mariana DB"
8478,ITA-93-001,1993,ITALY,,Approved,,2019-12-19,,1993-07-30,1993-07-30,1993-12-01,,,,,44.447222,12.321111,Emilia-Romagna coast,,ITA-003,,Yes,,No,,No,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,,,Yes,,NULL,,,Dinophysis spp.,Dinophysis spp.,,,DSP,,Mytilus galloprovincialis,,,,,,,   ,,,,,,,,,No,No,,NULL,,,,,Mussels harvesting halted,,"Poletti, R. Biotossine marine. Origine, diffusione e controllo. Fondazione Centro ricerche marine. Laboratorio nazionale di riferimento per le biotossine marine, pp. 246.","ZINGONE, Adriana; Milandri Anna"
